Entity,Date,Value
MT_004,2014-11-12,2971.036585365854
MT_004,2014-11-13,2969.512195121951
MT_004,2014-11-14,3028.4552845528447
MT_004,2014-11-15,3185.467479674797
MT_004,2014-11-16,3310.9756097560976
MT_004,2014-11-17,3005.0813008130085
MT_004,2014-11-18,3055.3861788617887
MT_004,2014-11-19,3016.768292682927
MT_004,2014-11-20,2999.4918699186987
MT_004,2014-11-21,3017.2764227642274
MT_004,2014-11-22,3307.4186991869915
MT_004,2014-11-23,3282.012195121951
MT_004,2014-11-24,2966.9715447154467
MT_004,2014-11-25,2919.715447154472
MT_004,2014-11-26,2969.512195121952
MT_004,2014-11-27,2949.186991869918
MT_004,2014-11-28,3074.186991869918
MT_004,2014-11-29,3399.3902439024378
MT_004,2014-11-30,3226.6260162601616
MT_004,2014-12-01,3068.089430894309
MT_004,2014-12-02,3037.601626016259
MT_004,2014-12-03,3120.4268292682927
MT_004,2014-12-04,3072.154471544716
MT_004,2014-12-05,3136.178861788617
MT_004,2014-12-06,3459.3495934959333
MT_004,2014-12-07,3342.479674796748
MT_004,2014-12-08,3443.089430894309
MT_004,2014-12-09,3152.9471544715448
MT_004,2014-12-10,3327.235772357725
MT_004,2014-12-11,3248.475609756098
MT_004,2014-12-12,3316.565040650406
MT_004,2014-12-13,3745.934959349593
MT_004,2014-12-14,3825.711382113821
MT_004,2014-12-15,3478.658536585365
MT_004,2014-12-16,3379.5731707317077
MT_004,2014-12-17,3245.4268292682927
MT_004,2014-12-18,3462.9065040650407
MT_004,2014-12-19,3368.902439024391
MT_004,2014-12-20,3698.170731707317
MT_004,2014-12-21,3561.9918699186987
MT_004,2014-12-22,3605.182926829268
MT_004,2014-12-23,3615.345528455285
MT_004,2014-12-24,3467.987804878049
MT_004,2014-12-25,3230.691056910569
MT_004,2014-12-26,3469.5121951219503
MT_004,2014-12-27,3736.280487804879
MT_004,2014-12-28,3581.808943089429
MT_004,2014-12-29,3516.768292682927
MT_004,2014-12-30,3572.662601626016
MT_004,2014-12-31,3501.5243902439006
MT_005,2014-11-02,1008.5365853658536
MT_005,2014-11-03,1349.6951219512196
MT_005,2014-11-04,1337.5
MT_005,2014-11-05,1338.7195121951218
MT_005,2014-11-06,1475.304878048781
MT_005,2014-11-07,1349.0853658536585
MT_005,2014-11-08,1400.6097560975606
MT_005,2014-11-09,1364.939024390244
MT_005,2014-11-10,1467.0731707317073
MT_005,2014-11-11,1561.2804878048782
MT_005,2014-11-12,1403.0487804878048
MT_005,2014-11-13,1459.1463414634145
MT_005,2014-11-14,1403.0487804878048
MT_005,2014-11-15,1424.3902439024394
MT_005,2014-11-16,1368.5975609756094
MT_005,2014-11-17,1402.7439024390244
MT_005,2014-11-18,1422.8658536585367
MT_005,2014-11-19,1517.9878048780488
MT_005,2014-11-20,1500.0000000000002
MT_005,2014-11-21,1350.9146341463415
MT_005,2014-11-22,1356.09756097561
MT_005,2014-11-23,1315.548780487805
MT_005,2014-11-24,1366.463414634146
MT_005,2014-11-25,1364.3292682926829
MT_005,2014-11-26,1453.3536585365855
MT_005,2014-11-27,1525.3048780487804
MT_005,2014-11-28,1570.7317073170734
MT_005,2014-11-29,1488.719512195122
MT_005,2014-11-30,1349.695121951219
MT_005,2014-12-01,1450.6097560975606
MT_005,2014-12-02,1578.6585365853662
MT_005,2014-12-03,1489.329268292683
MT_005,2014-12-04,1418.2926829268292
MT_005,2014-12-05,1551.8292682926829
MT_005,2014-12-06,1641.1585365853662
MT_005,2014-12-07,1503.658536585366
MT_005,2014-12-08,1550.609756097561
MT_005,2014-12-09,1628.3536585365855
MT_005,2014-12-10,1752.1341463414644
MT_005,2014-12-11,1746.9512195121958
MT_005,2014-12-12,1792.9878048780492
MT_005,2014-12-13,1731.09756097561
MT_005,2014-12-14,1689.329268292683
MT_005,2014-12-15,1721.9512195121952
MT_005,2014-12-16,1748.1707317073178
MT_005,2014-12-17,1700.000000000001
MT_005,2014-12-18,1751.8292682926833
MT_005,2014-12-19,1776.5243902439029
MT_005,2014-12-20,1647.2560975609756
MT_005,2014-12-21,1686.5853658536587
MT_005,2014-12-22,1842.378048780488
MT_005,2014-12-23,1875.9146341463425
MT_005,2014-12-24,1699.6951219512196
MT_005,2014-12-25,1693.2926829268297
MT_005,2014-12-26,1744.817073170732
MT_005,2014-12-27,1842.073170731708
MT_005,2014-12-28,1694.2073170731708
MT_005,2014-12-29,1799.6951219512207
MT_005,2014-12-30,1797.2560975609756
MT_005,2014-12-31,1755.7926829268297
MT_006,2014-11-02,3759.6726190476206
MT_006,2014-11-03,4494.047619047617
MT_006,2014-11-04,4787.202380952383
MT_006,2014-11-05,4472.470238095239
MT_006,2014-11-06,4811.011904761905
MT_006,2014-11-07,4445.684523809524
MT_006,2014-11-08,4890.624999999999
MT_006,2014-11-09,4616.815476190476
MT_006,2014-11-10,4571.428571428572
MT_006,2014-11-11,5054.315476190476
MT_006,2014-11-12,4861.607142857143
MT_006,2014-11-13,4886.160714285713
MT_006,2014-11-14,4776.785714285714
MT_006,2014-11-15,4886.904761904761
MT_006,2014-11-16,4688.244047619047
MT_006,2014-11-17,4955.357142857143
MT_006,2014-11-18,4948.660714285714
MT_006,2014-11-19,4837.053571428572
MT_006,2014-11-20,4927.82738095238
MT_006,2014-11-21,4685.267857142856
MT_006,2014-11-22,5108.630952380952
MT_006,2014-11-23,4334.821428571428
MT_006,2014-11-24,4709.07738095238
MT_006,2014-11-25,4901.785714285714
MT_006,2014-11-26,4996.279761904762
MT_006,2014-11-27,5138.392857142857
MT_006,2014-11-28,4990.327380952379
MT_006,2014-11-29,5065.476190476189
MT_006,2014-11-30,4636.160714285716
MT_006,2014-12-01,4635.416666666666
MT_006,2014-12-02,5139.880952380952
MT_006,2014-12-03,5125.0
MT_006,2014-12-04,5277.529761904761
MT_006,2014-12-05,5437.499999999999
MT_006,2014-12-06,5604.166666666666
MT_006,2014-12-07,5061.755952380952
MT_006,2014-12-08,5239.583333333332
MT_006,2014-12-09,5315.47619047619
MT_006,2014-12-10,5447.916666666666
MT_006,2014-12-11,5680.803571428571
MT_006,2014-12-12,5915.178571428572
MT_006,2014-12-13,5757.440476190473
MT_006,2014-12-14,5366.071428571428
MT_006,2014-12-15,5735.1190476190495
MT_006,2014-12-16,5836.309523809525
MT_006,2014-12-17,5784.970238095238
MT_006,2014-12-18,5870.5357142857165
MT_006,2014-12-19,6016.369047619048
MT_006,2014-12-20,6226.190476190476
MT_006,2014-12-21,5052.827380952383
MT_006,2014-12-22,5764.136904761905
MT_006,2014-12-23,6013.392857142858
MT_006,2014-12-24,5677.083333333332
MT_006,2014-12-25,5610.119047619045
MT_006,2014-12-26,5567.708333333332
MT_006,2014-12-27,5531.994047619048
MT_006,2014-12-28,5030.505952380953
MT_006,2014-12-29,5706.101190476192
MT_006,2014-12-30,5970.238095238095
MT_006,2014-12-31,5877.976190476189
MT_007,2014-11-02,92.56642170717916
MT_007,2014-11-03,87.76144714527979
MT_007,2014-11-04,87.0548332391181
MT_007,2014-11-05,104.1548897682306
MT_007,2014-11-06,118.14584511023176
MT_007,2014-11-07,117.01526286037308
MT_007,2014-11-08,137.36574335782927
MT_007,2014-11-09,112.77557942340307
MT_007,2014-11-10,108.39457320520066
MT_007,2014-11-11,122.52685132843416
MT_007,2014-11-12,122.8094968908988
MT_007,2014-11-13,105.14414923685696
MT_007,2014-11-14,109.6664782362917
MT_007,2014-11-15,134.39796495195026
MT_007,2014-11-16,129.02769926512156
MT_007,2014-11-17,111.92764273600903
MT_007,2014-11-18,117.4392312040701
MT_007,2014-11-19,114.61277557942336
MT_007,2014-11-20,107.687959299039
MT_007,2014-11-21,105.14414923685696
MT_007,2014-11-22,119.70039570378744
MT_007,2014-11-23,114.75409836065572
MT_007,2014-11-24,103.73092142453363
MT_007,2014-11-25,106.1334087054833
MT_007,2014-11-26,109.52515545505932
MT_007,2014-11-27,105.28547201808928
MT_007,2014-11-28,118.85245901639344
MT_007,2014-11-29,121.9615602035048
MT_007,2014-11-30,118.0045223289994
MT_007,2014-12-01,110.51441492368566
MT_007,2014-12-02,106.55737704918032
MT_007,2014-12-03,106.41605426794796
MT_007,2014-12-04,105.42679479932164
MT_007,2014-12-05,120.40700960994911
MT_007,2014-12-06,132.5607687959299
MT_007,2014-12-07,125.77727529677784
MT_007,2014-12-08,119.70039570378744
MT_007,2014-12-09,124.64669304691915
MT_007,2014-12-10,122.95081967213116
MT_007,2014-12-11,124.78801582815152
MT_007,2014-12-12,124.64669304691915
MT_007,2014-12-13,137.93103448275863
MT_007,2014-12-14,132.41944601469754
MT_007,2014-12-15,110.37309214245336
MT_007,2014-12-16,106.98134539287732
MT_007,2014-12-17,109.6664782362917
MT_007,2014-12-18,110.0904465799887
MT_007,2014-12-19,104.43753533069533
MT_007,2014-12-20,119.41775014132276
MT_007,2014-12-21,121.8202374222725
MT_007,2014-12-22,122.24420576596948
MT_007,2014-12-23,133.12605992085923
MT_007,2014-12-24,118.99378179762576
MT_007,2014-12-25,108.25325042396835
MT_007,2014-12-26,116.44997173544375
MT_007,2014-12-27,126.0599208592425
MT_007,2014-12-28,107.4053137365743
MT_007,2014-12-29,137.64838892029394
MT_007,2014-12-30,146.69304691916338
MT_007,2014-12-31,172.69643866591298
MT_008,2014-11-02,5384.680134680135
MT_008,2014-11-03,5855.218855218855
MT_008,2014-11-04,5847.643097643098
MT_008,2014-11-05,5968.8552188552185
MT_008,2014-11-06,6041.245791245791
MT_008,2014-11-07,6031.1447811447815
MT_008,2014-11-08,6430.976430976431
MT_008,2014-11-09,5720.538720538722
MT_008,2014-11-10,6034.511784511786
MT_008,2014-11-11,6069.02356902357
MT_008,2014-11-12,5989.898989898989
MT_008,2014-11-13,6024.410774410774
MT_008,2014-11-14,6469.69696969697
MT_008,2014-11-15,6531.1447811447815
MT_008,2014-11-16,5789.56228956229
MT_008,2014-11-17,6109.42760942761
MT_008,2014-11-18,6446.127946127946
MT_008,2014-11-19,6258.4175084175085
MT_008,2014-11-20,6369.528619528621
MT_008,2014-11-21,6187.710437710438
MT_008,2014-11-22,6602.693602693605
MT_008,2014-11-23,5947.811447811449
MT_008,2014-11-24,5839.22558922559
MT_008,2014-11-25,6090.909090909089
MT_008,2014-11-26,6157.407407407409
MT_008,2014-11-27,6211.2794612794605
MT_008,2014-11-28,6283.670033670034
MT_008,2014-11-29,6234.006734006734
MT_008,2014-11-30,5957.070707070708
MT_008,2014-12-01,6143.939393939396
MT_008,2014-12-02,6122.0538720538725
MT_008,2014-12-03,6127.946127946128
MT_008,2014-12-04,6328.2828282828295
MT_008,2014-12-05,6605.218855218857
MT_008,2014-12-06,6413.299663299663
MT_008,2014-12-07,5778.61952861953
MT_008,2014-12-08,6010.942760942761
MT_008,2014-12-09,6581.649831649833
MT_008,2014-12-10,6570.707070707072
MT_008,2014-12-11,6675.925925925926
MT_008,2014-12-12,7010.101010101011
MT_008,2014-12-13,6873.737373737376
MT_008,2014-12-14,6475.589225589226
MT_008,2014-12-15,6589.22558922559
MT_008,2014-12-16,6824.074074074075
MT_008,2014-12-17,6647.306397306396
MT_008,2014-12-18,6722.222222222224
MT_008,2014-12-19,6936.026936026938
MT_008,2014-12-20,6798.82154882155
MT_008,2014-12-21,6478.114478114479
MT_008,2014-12-22,7437.71043771044
MT_008,2014-12-23,7754.208754208755
MT_008,2014-12-24,7043.771043771045
MT_008,2014-12-25,5088.383838383838
MT_008,2014-12-26,7371.212121212122
MT_008,2014-12-27,7187.710437710438
MT_008,2014-12-28,6313.973063973064
MT_008,2014-12-29,7571.548821548822
MT_008,2014-12-30,7727.27272727273
MT_008,2014-12-31,7175.084175084176
MT_009,2014-11-02,1026.6608391608395
MT_009,2014-11-03,1231.643356643357
MT_009,2014-11-04,1171.7657342657346
MT_009,2014-11-05,1261.8006993006995
MT_009,2014-11-06,1370.1923076923078
MT_009,2014-11-07,1263.986013986014
MT_009,2014-11-08,1218.9685314685314
MT_009,2014-11-09,1052.4475524475529
MT_009,2014-11-10,1290.2097902097903
MT_009,2014-11-11,1272.727272727273
MT_009,2014-11-12,1500.437062937063
MT_009,2014-11-13,1566.4335664335665
MT_009,2014-11-14,1383.7412587412591
MT_009,2014-11-15,1329.5454545454547
MT_009,2014-11-16,1135.0524475524478
MT_009,2014-11-17,1251.7482517482515
MT_009,2014-11-18,1267.9195804195806
MT_009,2014-11-19,1508.3041958041958
MT_009,2014-11-20,1280.157342657343
MT_009,2014-11-21,1243.8811188811192
MT_009,2014-11-22,1232.5174825174831
MT_009,2014-11-23,1164.335664335665
MT_009,2014-11-24,1378.0594405594406
MT_009,2014-11-25,1284.9650349650349
MT_009,2014-11-26,1314.248251748252
MT_009,2014-11-27,1250.874125874126
MT_009,2014-11-28,1260.9265734265734
MT_009,2014-11-29,1091.783216783217
MT_009,2014-11-30,1096.1538461538464
MT_009,2014-12-01,1297.2027972027977
MT_009,2014-12-02,1389.4230769230774
MT_009,2014-12-03,1319.055944055944
MT_009,2014-12-04,1431.3811188811194
MT_009,2014-12-05,1400.3496503496506
MT_009,2014-12-06,1327.7972027972028
MT_009,2014-12-07,1222.0279720279725
MT_009,2014-12-08,1282.7797202797206
MT_009,2014-12-09,1422.2027972027977
MT_009,2014-12-10,1482.08041958042
MT_009,2014-12-11,1576.9230769230771
MT_009,2014-12-12,1599.65034965035
MT_009,2014-12-13,1343.0944055944055
MT_009,2014-12-14,1298.5139860139866
MT_009,2014-12-15,1492.1328671328674
MT_009,2014-12-16,1454.5454545454547
MT_009,2014-12-17,1350.5244755244755
MT_009,2014-12-18,1577.3601398601402
MT_009,2014-12-19,1515.7342657342654
MT_009,2014-12-20,1377.6223776223776
MT_009,2014-12-21,1328.6713286713286
MT_009,2014-12-22,1659.0909090909097
MT_009,2014-12-23,1532.7797202797206
MT_009,2014-12-24,1469.8426573426573
MT_009,2014-12-25,1233.3916083916088
MT_009,2014-12-26,1590.0349650349651
MT_009,2014-12-27,1491.6958041958042
MT_009,2014-12-28,1279.72027972028
MT_009,2014-12-29,1674.3881118881122
MT_009,2014-12-30,1621.9405594405594
MT_009,2014-12-31,1552.8846153846157
MT_010,2014-11-02,829.8387096774185
MT_010,2014-11-03,1802.4193548387093
MT_010,2014-11-04,1635.2150537634411
MT_010,2014-11-05,1744.6236559139784
MT_010,2014-11-06,1915.5913978494611
MT_010,2014-11-07,2163.978494623657
MT_010,2014-11-08,1936.5591397849464
MT_010,2014-11-09,983.0645161290316
MT_010,2014-11-10,1584.6774193548383
MT_010,2014-11-11,1784.9462365591394
MT_010,2014-11-12,2139.516129032258
MT_010,2014-11-13,1556.7204301075274
MT_010,2014-11-14,1823.655913978495
MT_010,2014-11-15,1326.3440860215055
MT_010,2014-11-16,1071.5053763440858
MT_010,2014-11-17,1632.7956989247311
MT_010,2014-11-18,1773.1182795698926
MT_010,2014-11-19,1949.1935483870968
MT_010,2014-11-20,1841.935483870968
MT_010,2014-11-21,1782.7956989247314
MT_010,2014-11-22,1585.7526881720432
MT_010,2014-11-23,1130.3763440860212
MT_010,2014-11-24,1823.924731182797
MT_010,2014-11-25,1893.010752688172
MT_010,2014-11-26,1686.8279569892477
MT_010,2014-11-27,1561.021505376344
MT_010,2014-11-28,1642.2043010752686
MT_010,2014-11-29,1062.903225806451
MT_010,2014-11-30,1045.430107526881
MT_010,2014-12-01,1523.1182795698926
MT_010,2014-12-02,1291.1290322580642
MT_010,2014-12-03,1740.860215053763
MT_010,2014-12-04,1688.9784946236557
MT_010,2014-12-05,1781.1827956989246
MT_010,2014-12-06,1234.139784946236
MT_010,2014-12-07,1173.118279569892
MT_010,2014-12-08,1174.9999999999995
MT_010,2014-12-09,2168.010752688173
MT_010,2014-12-10,1659.139784946237
MT_010,2014-12-11,1473.3870967741932
MT_010,2014-12-12,1661.0215053763443
MT_010,2014-12-13,1374.4623655913974
MT_010,2014-12-14,1263.4408602150536
MT_010,2014-12-15,1603.494623655914
MT_010,2014-12-16,1428.4946236559138
MT_010,2014-12-17,1513.1720430107523
MT_010,2014-12-18,1726.344086021505
MT_010,2014-12-19,1514.516129032258
MT_010,2014-12-20,1356.4516129032256
MT_010,2014-12-21,1193.5483870967737
MT_010,2014-12-22,1768.548387096774
MT_010,2014-12-23,1650.0
MT_010,2014-12-24,1281.1827956989246
MT_010,2014-12-25,1216.9354838709676
MT_010,2014-12-26,1301.881720430107
MT_010,2014-12-27,1404.569892473118
MT_010,2014-12-28,1198.6559139784945
MT_010,2014-12-29,1584.408602150538
MT_010,2014-12-30,1622.3118279569892
MT_010,2014-12-31,1258.602150537634
MT_011,2014-11-02,788.0029806259308
MT_011,2014-11-03,932.9359165424736
MT_011,2014-11-04,928.0923994038744
MT_011,2014-11-05,894.7466467958267
MT_011,2014-11-06,981.9299552906108
MT_011,2014-11-07,926.7883755588672
MT_011,2014-11-08,959.5752608047688
MT_011,2014-11-09,871.2742175856926
MT_011,2014-11-10,974.6646795827122
MT_011,2014-11-11,1047.8763040238448
MT_011,2014-11-12,980.6259314456032
MT_011,2014-11-13,986.4008941877792
MT_011,2014-11-14,1005.4023845007448
MT_011,2014-11-15,1027.198211624441
MT_011,2014-11-16,920.0819672131144
MT_011,2014-11-17,987.3323397913556
MT_011,2014-11-18,999.6274217585687
MT_011,2014-11-19,996.8330849478388
MT_011,2014-11-20,1013.7853949329358
MT_011,2014-11-21,982.6751117734724
MT_011,2014-11-22,995.5290611028314
MT_011,2014-11-23,883.3830104321904
MT_011,2014-11-24,936.2891207153498
MT_011,2014-11-25,1005.2160953800294
MT_011,2014-11-26,953.2414307004468
MT_011,2014-11-27,947.2801788375556
MT_011,2014-11-28,946.3487332339788
MT_011,2014-11-29,1023.8450074515646
MT_011,2014-11-30,892.5111773472424
MT_011,2014-12-01,949.143070044709
MT_011,2014-12-02,963.6736214605064
MT_011,2014-12-03,951.1922503725776
MT_011,2014-12-04,1018.0700447093884
MT_011,2014-12-05,1001.1177347242916
MT_011,2014-12-06,1019.932935916542
MT_011,2014-12-07,945.976154992548
MT_011,2014-12-08,944.858420268256
MT_011,2014-12-09,988.0774962742172
MT_011,2014-12-10,1044.5230998509685
MT_011,2014-12-11,1032.7868852459012
MT_011,2014-12-12,1067.2503725782412
MT_011,2014-12-13,1048.06259314456
MT_011,2014-12-14,969.6348733233976
MT_011,2014-12-15,968.33084947839
MT_011,2014-12-16,979.3219076005958
MT_011,2014-12-17,1000.7451564828608
MT_011,2014-12-18,1062.965722801788
MT_011,2014-12-19,1085.3204172876303
MT_011,2014-12-20,1013.4128166915048
MT_011,2014-12-21,970.3800298062588
MT_011,2014-12-22,1107.4888226527569
MT_011,2014-12-23,1146.4232488822654
MT_011,2014-12-24,1098.54694485842
MT_011,2014-12-25,1029.0611028315948
MT_011,2014-12-26,1065.7600596125185
MT_011,2014-12-27,1035.9538002980623
MT_011,2014-12-28,952.868852459016
MT_011,2014-12-29,1153.315946348733
MT_011,2014-12-30,1157.600596125186
MT_011,2014-12-31,1148.2861400894185
MT_013,2014-11-02,940.5058043117745
MT_013,2014-11-03,2382.6699834162523
MT_013,2014-11-04,2435.530679933665
MT_013,2014-11-05,2434.494195688227
MT_013,2014-11-06,2612.147595356549
MT_013,2014-11-07,2616.915422885573
MT_013,2014-11-08,1497.5124378109454
MT_013,2014-11-09,916.6666666666664
MT_013,2014-11-10,2435.945273631841
MT_013,2014-11-11,2444.029850746268
MT_013,2014-11-12,2530.472636815921
MT_013,2014-11-13,2694.2371475953564
MT_013,2014-11-14,2478.4411276948604
MT_013,2014-11-15,1352.4046434494196
MT_013,2014-11-16,869.1956882255389
MT_013,2014-11-17,2499.792703150912
MT_013,2014-11-18,2507.2553897180765
MT_013,2014-11-19,2527.777777777777
MT_013,2014-11-20,2565.091210613599
MT_013,2014-11-21,2496.268656716417
MT_013,2014-11-22,1578.5655058043114
MT_013,2014-11-23,903.3996683250416
MT_013,2014-11-24,2549.543946932007
MT_013,2014-11-25,2475.538971807629
MT_013,2014-11-26,2502.90215588723
MT_013,2014-11-27,2733.4162520729683
MT_013,2014-11-28,2488.3913764510785
MT_013,2014-11-29,1119.6102819237149
MT_013,2014-11-30,887.2305140961854
MT_013,2014-12-01,2058.872305140962
