store_nbr,date,unit_sales
3,8/31/2016,1795.0
3,9/30/2016,2005.0
3,10/31/2016,1999.0
3,11/30/2016,1923.0
3,12/31/2016,2149.0
3,1/31/2017,2091.0
3,2/28/2017,1787.0
3,3/31/2017,2156.0
3,4/30/2017,2135.0
3,5/31/2017,1975.0
3,6/30/2017,1839.0
3,7/31/2017,2192.0
3,8/31/2017,971.0
4,1/31/2013,1162.0
4,2/28/2013,931.0
4,3/31/2013,1109.0
4,4/30/2013,1114.0
4,5/31/2013,1147.0
4,6/30/2013,1137.0
4,7/31/2013,1135.0
4,8/31/2013,980.0
4,9/30/2013,1104.0
4,10/31/2013,1083.0
4,11/30/2013,1021.0
4,12/31/2013,892.0
4,1/31/2014,1158.0
4,2/28/2014,905.0
4,3/31/2014,1120.0
4,4/30/2014,1006.0
4,5/31/2014,1050.0
4,6/30/2014,1076.0
4,7/31/2014,1017.0
4,8/31/2014,1074.0
4,9/30/2014,1185.0
4,10/31/2014,1171.0
4,11/30/2014,897.0
4,12/31/2014,990.0
4,1/31/2015,1018.0
4,2/28/2015,867.0
4,3/31/2015,1003.0
4,4/30/2015,983.0
4,5/31/2015,978.0
4,6/30/2015,920.0
4,7/31/2015,925.0
4,8/31/2015,851.0
4,9/30/2015,945.0
4,10/31/2015,974.0
4,11/30/2015,881.0
4,12/31/2015,845.0
4,1/31/2016,934.0
4,2/29/2016,847.0
4,3/31/2016,812.0
4,4/30/2016,980.0
4,5/31/2016,919.0
4,6/30/2016,838.0
4,7/31/2016,818.0
4,8/31/2016,636.0
4,9/30/2016,702.0
4,10/31/2016,795.0
4,11/30/2016,677.0
4,12/31/2016,731.0
4,1/31/2017,772.0
4,2/28/2017,671.0
4,3/31/2017,781.0
4,4/30/2017,778.0
4,5/31/2017,733.0
4,6/30/2017,736.0
4,7/31/2017,705.0
4,8/31/2017,277.0
5,1/31/2013,1898.0
5,2/28/2013,1363.0
5,3/31/2013,1435.0
5,4/30/2013,1350.0
5,5/31/2013,1783.0
5,6/30/2013,1666.0
5,7/31/2013,1535.0
5,8/31/2013,1344.0
5,9/30/2013,1310.0
5,10/31/2013,1193.0
5,11/30/2013,1189.0
5,12/31/2013,1535.0
5,1/31/2014,1530.0
5,2/28/2014,1238.0
5,3/31/2014,1343.0
5,4/30/2014,1230.0
5,5/31/2014,1631.0
5,6/30/2014,1527.0
5,7/31/2014,1506.0
5,8/31/2014,1589.0
5,9/30/2014,1307.0
5,10/31/2014,1351.0
5,11/30/2014,1291.0
5,12/31/2014,1579.0
5,1/31/2015,1419.0
5,2/28/2015,1172.0
5,3/31/2015,1340.0
5,4/30/2015,1309.0
5,5/31/2015,1525.0
5,6/30/2015,1309.0
5,7/31/2015,1427.0
5,8/31/2015,1430.0
5,9/30/2015,1030.0
5,10/31/2015,999.0
5,11/30/2015,914.0
5,12/31/2015,1120.0
5,1/31/2016,900.0
5,2/29/2016,772.0
5,3/31/2016,885.0
5,4/30/2016,933.0
5,5/31/2016,1078.0
5,6/30/2016,1076.0
5,7/31/2016,1078.0
5,8/31/2016,1062.0
5,9/30/2016,823.0
5,10/31/2016,827.0
5,11/30/2016,817.0
5,12/31/2016,839.0
5,1/31/2017,957.0
5,2/28/2017,767.0
5,3/31/2017,793.0
5,4/30/2017,937.0
5,5/31/2017,863.0
5,6/30/2017,913.0
5,7/31/2017,988.0
5,8/31/2017,447.0
6,1/31/2013,1569.0
6,2/28/2013,1160.0
6,3/31/2013,1467.0
6,4/30/2013,1389.0
6,5/31/2013,1491.0
6,6/30/2013,1424.0
6,7/31/2013,1424.0
6,8/31/2013,1367.0
6,9/30/2013,1612.0
6,10/31/2013,1539.0
6,11/30/2013,1525.0
6,12/31/2013,1552.0
6,1/31/2014,1671.0
6,2/28/2014,1332.0
6,3/31/2014,1734.0
6,4/30/2014,1519.0
6,5/31/2014,1730.0
6,6/30/2014,1486.0
6,7/31/2014,1495.0
6,8/31/2014,1440.0
6,9/30/2014,1693.0
6,10/31/2014,1672.0
6,11/30/2014,1454.0
6,12/31/2014,1378.0
6,1/31/2015,1523.0
6,2/28/2015,1260.0
6,3/31/2015,1468.0
6,4/30/2015,1410.0
6,5/31/2015,1448.0
6,6/30/2015,1241.0
6,7/31/2015,1354.0
6,8/31/2015,1233.0
6,9/30/2015,1380.0
6,10/31/2015,1437.0
6,11/30/2015,1408.0
6,12/31/2015,1392.0
6,1/31/2016,1427.0
6,2/29/2016,1286.0
6,3/31/2016,1281.0
6,4/30/2016,1328.0
6,5/31/2016,1344.0
6,6/30/2016,1184.0
6,7/31/2016,1243.0
6,8/31/2016,1135.0
6,9/30/2016,1244.0
6,10/31/2016,1215.0
6,11/30/2016,1168.0
6,12/31/2016,1211.0
6,1/31/2017,1317.0
6,2/28/2017,1153.0
6,3/31/2017,1441.0
6,4/30/2017,1827.0
6,5/31/2017,1261.0
6,6/30/2017,1251.0
6,7/31/2017,1341.0
6,8/31/2017,604.0
7,1/31/2013,1306.0
7,2/28/2013,1148.0
7,3/31/2013,1389.0
7,4/30/2013,1366.0
7,5/31/2013,1426.0
7,6/30/2013,1352.0
7,7/31/2013,1315.0
7,8/31/2013,1313.0
7,9/30/2013,1400.0
7,10/31/2013,1373.0
7,11/30/2013,1319.0
7,12/31/2013,1276.0
7,1/31/2014,1388.0
7,2/28/2014,1192.0
7,3/31/2014,1424.0
7,4/30/2014,1384.0
7,5/31/2014,1360.0
7,6/30/2014,1254.0
7,7/31/2014,1098.0
7,8/31/2014,1128.0
7,9/30/2014,1340.0
7,10/31/2014,1331.0
7,11/30/2014,1199.0
7,12/31/2014,1128.0
7,1/31/2015,1223.0
7,2/28/2015,1030.0
7,3/31/2015,1237.0
7,4/30/2015,1250.0
7,5/31/2015,1206.0
7,6/30/2015,1160.0
7,7/31/2015,1163.0
7,8/31/2015,1022.0
7,9/30/2015,1293.0
7,10/31/2015,1254.0
7,11/30/2015,1277.0
7,12/31/2015,1307.0
7,1/31/2016,1229.0
7,2/29/2016,1177.0
7,3/31/2016,1197.0
7,4/30/2016,1361.0
7,5/31/2016,1267.0
7,6/30/2016,1334.0
7,7/31/2016,1167.0
7,8/31/2016,1025.0
7,9/30/2016,1094.0
7,10/31/2016,1138.0
7,11/30/2016,1106.0
7,12/31/2016,1095.0
7,1/31/2017,1268.0
7,2/28/2017,1056.0
7,3/31/2017,1216.0
7,4/30/2017,1169.0
7,5/31/2017,1073.0
7,6/30/2017,1071.0
7,7/31/2017,927.0
7,8/31/2017,401.0
8,1/31/2013,1676.0
8,2/28/2013,1510.0
8,3/31/2013,1666.0
8,4/30/2013,1575.0
8,5/31/2013,1642.0
8,6/30/2013,1627.0
8,7/31/2013,1569.0
8,8/31/2013,1561.0
8,9/30/2013,1592.0
8,10/31/2013,1684.0
8,11/30/2013,1570.0
8,12/31/2013,1623.0
8,1/31/2014,1616.0
8,2/28/2014,1375.0
8,3/31/2014,1639.0
8,4/30/2014,1455.0
8,5/31/2014,1429.0
8,6/30/2014,1327.0
8,7/31/2014,1304.0
8,8/31/2014,1414.0
8,9/30/2014,1459.0
8,10/31/2014,1450.0
8,11/30/2014,1404.0
8,12/31/2014,1431.0
8,1/31/2015,1484.0
8,2/28/2015,1185.0
8,3/31/2015,1445.0
8,4/30/2015,1424.0
8,5/31/2015,1431.0
8,6/30/2015,1257.0
8,7/31/2015,1373.0
8,8/31/2015,1322.0
8,9/30/2015,1291.0
8,10/31/2015,1420.0
8,11/30/2015,1347.0
8,12/31/2015,1461.0
8,1/31/2016,1303.0
8,2/29/2016,1080.0
8,3/31/2016,1104.0
8,4/30/2016,1264.0
8,5/31/2016,1153.0
8,6/30/2016,1113.0
8,7/31/2016,1228.0
8,8/31/2016,1101.0
8,9/30/2016,1131.0
8,10/31/2016,1185.0
8,11/30/2016,1158.0
8,12/31/2016,1246.0
8,1/31/2017,1345.0
8,2/28/2017,1087.0
8,3/31/2017,1227.0
8,4/30/2017,1228.0
8,5/31/2017,1178.0
8,6/30/2017,1181.0
8,7/31/2017,1170.0
8,8/31/2017,551.0
9,1/31/2013,1493.0
9,2/28/2013,1434.0
9,3/31/2013,1704.0
9,4/30/2013,1672.0
9,5/31/2013,1639.0
9,6/30/2013,1526.0
9,7/31/2013,1433.0
9,8/31/2013,1567.0
9,9/30/2013,1716.0
9,10/31/2013,1617.0
9,11/30/2013,1391.0
9,12/31/2013,1485.0
9,1/31/2014,1341.0
9,2/28/2014,1322.0
9,3/31/2014,1445.0
9,4/30/2014,1378.0
9,5/31/2014,1576.0
9,6/30/2014,1339.0
9,7/31/2014,1402.0
9,8/31/2014,1634.0
9,9/30/2014,1799.0
9,10/31/2014,1643.0
9,11/30/2014,1514.0
9,12/31/2014,1536.0
9,1/31/2015,1594.0
9,2/28/2015,1421.0
9,3/31/2015,2065.0
9,4/30/2015,1665.0
9,5/31/2015,1373.0
9,6/30/2015,1208.0
9,7/31/2015,1252.0
9,8/31/2015,1242.0
9,9/30/2015,1286.0
9,10/31/2015,1344.0
9,11/30/2015,1182.0
9,12/31/2015,1120.0
9,1/31/2016,1193.0
9,2/29/2016,1117.0
9,3/31/2016,1156.0
9,4/30/2016,1274.0
9,5/31/2016,1186.0
9,6/30/2016,1116.0
9,7/31/2016,1104.0
9,8/31/2016,992.0
9,9/30/2016,1245.0
9,10/31/2016,1236.0
9,11/30/2016,1147.0
9,12/31/2016,1142.0
9,1/31/2017,1259.0
9,2/28/2017,1053.0
9,3/31/2017,1113.0
9,4/30/2017,1122.0
9,5/31/2017,1044.0
9,6/30/2017,1095.0
9,7/31/2017,980.0
9,8/31/2017,563.0
10,1/31/2013,452.0
10,2/28/2013,442.0
10,3/31/2013,458.0
10,4/30/2013,529.0
10,5/31/2013,581.0
10,6/30/2013,539.0
10,7/31/2013,477.0
10,8/31/2013,458.0
10,9/30/2013,530.0
10,10/31/2013,482.0
10,11/30/2013,455.0
10,12/31/2013,507.0
10,1/31/2014,409.0
10,2/28/2014,430.0
10,3/31/2014,448.0
10,4/30/2014,430.0
10,5/31/2014,439.0
10,6/30/2014,411.0
10,7/31/2014,447.0
10,8/31/2014,409.0
10,9/30/2014,533.0
10,10/31/2014,403.0
10,11/30/2014,386.0
10,12/31/2014,380.0
10,1/31/2015,384.0
10,2/28/2015,297.0
10,3/31/2015,410.0
10,4/30/2015,404.0
10,5/31/2015,376.0
10,6/30/2015,303.0
10,7/31/2015,333.0
10,8/31/2015,328.0
10,9/30/2015,319.0
10,10/31/2015,318.0
10,11/30/2015,309.0
10,12/31/2015,292.0
10,1/31/2016,280.0
10,2/29/2016,388.0
10,3/31/2016,344.0
10,4/30/2016,358.0
10,5/31/2016,394.0
10,6/30/2016,325.0
10,7/31/2016,211.0
10,8/31/2016,269.0
10,9/30/2016,322.0
10,10/31/2016,333.0
10,11/30/2016,216.0
10,12/31/2016,287.0
10,1/31/2017,361.0
10,2/28/2017,350.0
10,3/31/2017,363.0
10,4/30/2017,393.0
10,5/31/2017,362.0
10,6/30/2017,389.0
10,7/31/2017,364.0
10,8/31/2017,204.0
11,1/31/2013,989.0
11,2/28/2013,1004.0
11,3/31/2013,1178.0
11,4/30/2013,1134.0
11,5/31/2013,1145.0
11,6/30/2013,1062.0
11,7/31/2013,954.0
11,8/31/2013,970.0
11,9/30/2013,1079.0
11,10/31/2013,1068.0
11,11/30/2013,900.0
11,12/31/2013,883.0
11,1/31/2014,963.0
11,2/28/2014,929.0
11,3/31/2014,996.0
11,4/30/2014,900.0
11,5/31/2014,909.0
11,6/30/2014,809.0
11,7/31/2014,925.0
11,8/31/2014,977.0
11,9/30/2014,939.0
11,10/31/2014,958.0
11,11/30/2014,876.0
11,12/31/2014,876.0
11,1/31/2015,946.0
11,2/28/2015,752.0
11,3/31/2015,1059.0
11,4/30/2015,928.0
11,5/31/2015,997.0
11,6/30/2015,732.0
11,7/31/2015,782.0
11,8/31/2015,834.0
11,9/30/2015,1040.0
11,10/31/2015,1001.0
11,11/30/2015,917.0
11,12/31/2015,754.0
11,1/31/2016,763.0
11,2/29/2016,763.0
11,3/31/2016,940.0
11,4/30/2016,906.0
11,5/31/2016,991.0
11,6/30/2016,878.0
11,7/31/2016,825.0
11,8/31/2016,911.0
11,9/30/2016,1024.0
11,10/31/2016,1037.0
11,11/30/2016,867.0
11,12/31/2016,917.0
11,1/31/2017,1314.0
11,2/28/2017,994.0
11,3/31/2017,874.0
11,4/30/2017,867.0
11,5/31/2017,866.0
11,6/30/2017,896.0
11,7/31/2017,2507.0
11,8/31/2017,479.0
12,1/31/2013,639.0
12,2/28/2013,630.0
12,3/31/2013,629.0
12,4/30/2013,724.0
12,5/31/2013,749.0
12,6/30/2013,739.0
12,7/31/2013,698.0
12,8/31/2013,669.0
12,9/30/2013,783.0
12,10/31/2013,689.0
12,11/30/2013,648.0
12,12/31/2013,668.0
12,1/31/2014,601.0
12,2/28/2014,727.0
12,3/31/2014,630.0
12,4/30/2014,634.0
12,5/31/2014,665.0
12,6/30/2014,636.0
12,7/31/2014,657.0
12,8/31/2014,603.0
12,9/30/2014,641.0
12,10/31/2014,636.0
12,11/30/2014,601.0
12,12/31/2014,468.0
12,1/31/2015,589.0
12,2/28/2015,553.0
12,3/31/2015,543.0
12,4/30/2015,543.0
12,5/31/2015,120.0
12,6/30/2015,654.0
12,7/31/2015,574.0
12,8/31/2015,575.0
12,9/30/2015,569.0
12,10/31/2015,588.0
12,11/30/2015,447.0
12,12/31/2015,503.0
12,1/31/2016,453.0
12,2/29/2016,535.0
12,3/31/2016,558.0
12,4/30/2016,516.0
12,5/31/2016,513.0
12,6/30/2016,561.0
12,7/31/2016,568.0
12,8/31/2016,569.0
12,9/30/2016,477.0
12,10/31/2016,490.0
12,11/30/2016,481.0
12,12/31/2016,506.0
12,1/31/2017,567.0
12,2/28/2017,553.0
12,3/31/2017,569.0
12,4/30/2017,604.0
12,5/31/2017,591.0
12,6/30/2017,500.0
12,7/31/2017,518.0
12,8/31/2017,243.0
13,1/31/2013,595.0
13,2/28/2013,562.0
13,3/31/2013,680.0
13,4/30/2013,707.0
13,5/31/2013,648.0
13,6/30/2013,692.0
13,7/31/2013,656.0
13,8/31/2013,592.0
13,9/30/2013,654.0
13,10/31/2013,671.0
13,11/30/2013,620.0
13,12/31/2013,473.0
13,1/31/2014,473.0
13,2/28/2014,534.0
13,3/31/2014,582.0
13,4/30/2014,510.0
13,5/31/2014,518.0
13,6/30/2014,411.0
13,7/31/2014,495.0
13,8/31/2014,457.0
13,9/30/2014,492.0
13,10/31/2014,481.0
13,11/30/2014,481.0
13,12/31/2014,541.0
13,1/31/2015,553.0
13,2/28/2015,420.0
13,3/31/2015,598.0
13,4/30/2015,852.0
13,5/31/2015,707.0
13,6/30/2015,505.0
13,7/31/2015,437.0
13,8/31/2015,507.0
13,9/30/2015,344.0
13,10/31/2015,364.0
13,11/30/2015,316.0
13,12/31/2015,335.0
13,1/31/2016,352.0
13,2/29/2016,373.0
13,3/31/2016,301.0
13,4/30/2016,344.0
13,5/31/2016,375.0
13,6/30/2016,338.0
13,7/31/2016,345.0
13,8/31/2016,320.0
13,9/30/2016,346.0
13,10/31/2016,404.0
13,11/30/2016,346.0
13,12/31/2016,297.0
13,1/31/2017,338.0
13,2/28/2017,345.0
13,3/31/2017,326.0
13,4/30/2017,322.0
13,5/31/2017,312.0
13,6/30/2017,253.0
13,7/31/2017,306.0
13,8/31/2017,143.0
14,1/31/2013,966.0
14,2/28/2013,836.0
14,3/31/2013,939.0
14,4/30/2013,899.0
14,5/31/2013,809.0
14,6/30/2013,854.0
14,7/31/2013,791.0
14,8/31/2013,799.0
14,9/30/2013,934.0
14,10/31/2013,864.0
14,11/30/2013,833.0
14,12/31/2013,764.0
14,1/31/2014,705.0
14,2/28/2014,683.0
14,3/31/2014,832.0
14,4/30/2014,813.0
14,5/31/2014,826.0
14,6/30/2014,803.0
14,7/31/2014,849.0
14,8/31/2014,76.0
14,9/30/2014,519.0
14,10/31/2014,877.0
14,11/30/2014,970.0
14,12/31/2014,1113.0
14,1/31/2015,1170.0
14,2/28/2015,947.0
14,3/31/2015,1242.0
14,4/30/2015,1252.0
14,5/31/2015,1053.0
14,6/30/2015,1034.0
14,7/31/2015,910.0
14,8/31/2015,928.0
14,9/30/2015,956.0
14,10/31/2015,954.0
14,11/30/2015,791.0
14,12/31/2015,835.0
14,1/31/2016,719.0
14,2/29/2016,728.0
14,3/31/2016,742.0
14,4/30/2016,806.0
14,5/31/2016,842.0
14,6/30/2016,804.0
14,7/31/2016,763.0
14,8/31/2016,723.0
14,9/30/2016,725.0
14,10/31/2016,812.0
14,11/30/2016,679.0
14,12/31/2016,761.0
14,1/31/2017,819.0
14,2/28/2017,588.0
14,3/31/2017,632.0
14,4/30/2017,667.0
14,5/31/2017,649.0
14,6/30/2017,643.0
14,7/31/2017,637.0
14,8/31/2017,255.0
15,1/31/2013,682.0
15,2/28/2013,575.0
15,3/31/2013,609.0
15,4/30/2013,664.0
15,5/31/2013,782.0
15,6/30/2013,750.0
15,7/31/2013,707.0
15,8/31/2013,680.0
15,9/30/2013,773.0
15,10/31/2013,867.0
15,11/30/2013,834.0
15,12/31/2013,831.0
15,1/31/2014,756.0
15,2/28/2014,783.0
15,3/31/2014,864.0
15,4/30/2014,827.0
15,5/31/2014,769.0
15,6/30/2014,761.0
15,7/31/2014,753.0
15,8/31/2014,721.0
15,9/30/2014,900.0
15,10/31/2014,715.0
15,11/30/2014,738.0
15,12/31/2014,691.0
15,1/31/2015,814.0
15,2/28/2015,632.0
15,3/31/2015,763.0
15,4/30/2015,750.0
15,5/31/2015,874.0
15,6/30/2015,705.0
15,7/31/2015,732.0
15,8/31/2015,670.0
15,9/30/2015,642.0
15,10/31/2015,599.0
15,11/30/2015,502.0
15,12/31/2015,494.0
15,1/31/2016,518.0
15,2/29/2016,479.0
15,3/31/2016,550.0
15,4/30/2016,517.0
15,5/31/2016,524.0
15,6/30/2016,404.0
15,7/31/2016,409.0
15,8/31/2016,427.0
15,9/30/2016,494.0
15,10/31/2016,440.0
15,11/30/2016,350.0
15,12/31/2016,418.0
15,1/31/2017,487.0
15,2/28/2017,386.0
15,3/31/2017,314.0
15,4/30/2017,342.0
15,5/31/2017,350.0
15,6/30/2017,362.0
15,7/31/2017,683.0
15,8/31/2017,147.0
16,1/31/2013,1590.0
16,2/28/2013,1499.0
16,3/31/2013,1466.0
16,4/30/2013,1544.0
16,5/31/2013,1763.0
16,6/30/2013,1771.0
16,7/31/2013,1701.0
16,8/31/2013,1629.0
16,9/30/2013,1533.0
16,10/31/2013,1265.0
16,11/30/2013,1462.0
16,12/31/2013,1449.0
16,1/31/2014,1526.0
16,2/28/2014,1491.0
16,3/31/2014,1528.0
16,4/30/2014,1404.0
16,5/31/2014,1706.0
16,6/30/2014,1706.0
16,7/31/2014,1574.0
16,8/31/2014,1527.0
16,9/30/2014,1409.0
16,10/31/2014,1422.0
16,11/30/2014,1018.0
16,12/31/2014,861.0
16,1/31/2015,1341.0
16,2/28/2015,1216.0
16,3/31/2015,1457.0
16,4/30/2015,1689.0
16,5/31/2015,1819.0
16,6/30/2015,1664.0
16,7/31/2015,1522.0
16,8/31/2015,961.0
16,9/30/2015,907.0
16,10/31/2015,885.0
16,11/30/2015,853.0
16,12/31/2015,732.0
16,1/31/2016,905.0
16,2/29/2016,724.0
16,3/31/2016,791.0
16,4/30/2016,715.0
16,5/31/2016,912.0
16,6/30/2016,850.0
16,7/31/2016,821.0
16,8/31/2016,822.0
16,9/30/2016,835.0
16,10/31/2016,762.0
16,11/30/2016,666.0
16,12/31/2016,659.0
16,1/31/2017,671.0
16,2/28/2017,521.0
16,3/31/2017,615.0
16,4/30/2017,613.0
16,5/31/2017,698.0
16,6/30/2017,686.0
16,7/31/2017,691.0
16,8/31/2017,329.0
17,1/31/2013,604.0
17,2/28/2013,708.0
17,3/31/2013,972.0
17,4/30/2013,1073.0
17,5/31/2013,1132.0
17,6/30/2013,1062.0
17,7/31/2013,1108.0
17,8/31/2013,1027.0
17,9/30/2013,1071.0
17,10/31/2013,1139.0
17,11/30/2013,1010.0
17,12/31/2013,1047.0
17,1/31/2014,1162.0
17,2/28/2014,1049.0
17,3/31/2014,1108.0
17,4/30/2014,836.0
17,5/31/2014,1034.0
17,6/30/2014,945.0
17,7/31/2014,984.0
17,8/31/2014,995.0
17,9/30/2014,1275.0
17,10/31/2014,1255.0
17,11/30/2014,1375.0
17,12/31/2014,1227.0
17,1/31/2015,1351.0
17,2/28/2015,1043.0
17,3/31/2015,1347.0
17,4/30/2015,943.0
17,5/31/2015,1139.0
17,6/30/2015,1028.0
17,7/31/2015,1004.0
17,8/31/2015,1042.0
17,9/30/2015,1159.0
17,10/31/2015,1124.0
17,11/30/2015,1034.0
17,12/31/2015,962.0
17,1/31/2016,1024.0
17,2/29/2016,972.0
17,3/31/2016,850.0
17,4/30/2016,942.0
17,5/31/2016,818.0
17,6/30/2016,789.0
17,7/31/2016,734.0
17,8/31/2016,731.0
17,9/30/2016,807.0
17,10/31/2016,1211.0
17,11/30/2016,930.0
17,12/31/2016,907.0
17,1/31/2017,1060.0
17,2/28/2017,931.0
17,3/31/2017,926.0
17,4/30/2017,958.0
17,5/31/2017,1033.0
17,6/30/2017,958.0
17,7/31/2017,965.0
17,8/31/2017,443.0
18,1/31/2013,808.0
18,2/28/2013,771.0
18,3/31/2013,1119.0
18,4/30/2013,1201.0
18,5/31/2013,1055.0
18,6/30/2013,1089.0
18,7/31/2013,1001.0
18,8/31/2013,991.0
18,9/30/2013,1223.0
18,10/31/2013,1067.0
18,11/30/2013,1091.0
18,12/31/2013,986.0
18,1/31/2014,1027.0
18,2/28/2014,970.0
18,3/31/2014,1104.0
18,4/30/2014,1056.0
18,5/31/2014,1053.0
18,6/30/2014,1029.0
18,7/31/2014,925.0
18,8/31/2014,1125.0
18,9/30/2014,1321.0
18,10/31/2014,1101.0
18,11/30/2014,1069.0
18,12/31/2014,955.0
18,1/31/2015,1061.0
18,2/28/2015,864.0
18,3/31/2015,1173.0
18,4/30/2015,1002.0
18,5/31/2015,1068.0
18,6/30/2015,908.0
18,7/31/2015,891.0
18,8/31/2015,871.0
18,9/30/2015,906.0
18,10/31/2015,856.0
18,11/30/2015,717.0
18,12/31/2015,682.0
18,1/31/2016,871.0
18,2/29/2016,737.0
18,3/31/2016,832.0
18,4/30/2016,821.0
18,5/31/2016,771.0
18,6/30/2016,808.0
18,7/31/2016,698.0
18,8/31/2016,315.0
18,9/30/2016,315.0
18,10/31/2016,315.0
18,11/30/2016,315.0
18,12/31/2016,672.0
18,1/31/2017,938.0
18,2/28/2017,817.0
18,3/31/2017,814.0
18,4/30/2017,872.0
18,5/31/2017,773.0
18,6/30/2017,795.0
18,7/31/2017,733.0
18,8/31/2017,426.0
19,1/31/2013,468.0
19,2/28/2013,414.0
19,3/31/2013,410.0
19,4/30/2013,502.0
19,5/31/2013,480.0
19,6/30/2013,408.0
19,7/31/2013,368.0
19,8/31/2013,336.0
19,9/30/2013,380.0
19,10/31/2013,407.0
19,11/30/2013,410.0
19,12/31/2013,618.0
19,1/31/2014,648.0
19,2/28/2014,664.0
19,3/31/2014,781.0
19,4/30/2014,760.0
19,5/31/2014,780.0
19,6/30/2014,790.0
19,7/31/2014,743.0
19,8/31/2014,745.0
19,9/30/2014,773.0
19,10/31/2014,826.0
19,11/30/2014,739.0
19,12/31/2014,779.0
19,1/31/2015,798.0
19,2/28/2015,675.0
19,3/31/2015,868.0
19,4/30/2015,799.0
19,5/31/2015,813.0
19,6/30/2015,678.0
